age,gender,height_cm,weight_kg,bmi,bmi_category,activity_level,goal,diet_preference,bmr,tdee,calorie_target,diet_plan,workout_plan,fitness_category,fat_pct,water_liters,workout_freq,session_hours,max_bpm,avg_bpm,calories_burned_session
44,Male,183.0,98.0,29.26,Overweight,Active,Improve Stamina,Vegetarian,1908.8,3292.7,3392.7,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,25.7,3.5,4,1.28,194,130,824.0
26,Male,168.0,86.2,30.54,Obese,Very Active,Weight Loss,Vegetarian,1787.0,3395.3,2995.3,Low Calorie Balanced Diet,Compound Strength Training,Needs Improvement,13.3,3.5,5,1.97,189,157,1701.0
32,Male,162.0,78.6,29.95,Overweight,Light,Improve Stamina,Vegetarian,1643.5,2259.8,2359.8,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,29.6,3.1,3,1.28,195,125,880.0
32,Female,166.0,59.0,21.41,Normal,Sedentary,Weight Loss,Vegan,1306.5,1567.8,1200.0,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,31.0,1.8,2,0.51,184,160,408.0
43,Female,179.0,57.3,17.88,Underweight,Active,Maintain Fitness,Vegan,1315.8,2269.8,2269.8,Balanced Maintenance Diet,Active Lifestyle Routine,Moderately Fit,17.8,2.7,4,1.98,175,166,1479.0
59,Male,189.0,122.3,34.24,Obese,Light,Improve Stamina,Vegetarian,2114.2,2907.0,3007.0,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,20.1,3.1,3,0.66,178,153,500.0
30,Male,195.0,85.3,22.43,Normal,Very Active,Maintain Fitness,Non-Vegetarian,1926.8,3660.9,3660.9,Balanced Maintenance Diet,Active Lifestyle Routine,Fit,10.4,3.5,5,1.61,160,155,1373.0
49,Female,174.0,45.2,14.93,Underweight,Moderate,Muscle Gain,Vegetarian,1133.5,1756.9,2056.9,High Protein Veg Diet,Moderate Strength Training,Needs Improvement,30.8,2.1,3,1.24,164,156,870.0
56,Male,192.0,55.6,15.08,Underweight,Light,Muscle Gain,Vegetarian,1481.0,2036.4,2336.4,High Protein Veg Diet,Beginner Fitness Routine,Needs Improvement,29.4,3.2,3,0.68,181,136,458.0
49,Male,195.0,82.8,21.78,Normal,Very Active,Maintain Fitness,Vegetarian,1806.8,3432.9,3432.9,Balanced Maintenance Diet,Active Lifestyle Routine,Fit,14.3,3.5,5,1.91,183,159,1503.0
21,Male,166.0,125.2,45.43,Obese,Moderate,Weight Loss,Vegetarian,2189.5,3393.7,2993.7,Low Calorie Balanced Diet,Intermediate Cardio + HIIT,Needs Improvement,29.8,3.4,3,1.38,196,159,1207.0
47,Female,179.0,58.5,18.26,Underweight,Active,Maintain Fitness,Eggetarian,1307.8,2256.0,2256.0,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,30.3,2.4,4,1.42,195,131,837.0
54,Male,195.0,86.1,22.64,Normal,Sedentary,Improve Stamina,Vegetarian,1814.8,2177.8,2277.8,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,27.9,3.4,2,1.17,195,140,811.0
40,Female,161.0,63.5,24.5,Normal,Moderate,Improve Stamina,Non-Vegetarian,1280.2,1984.3,2084.3,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,33.4,1.6,3,1.31,163,159,1041.0
56,Male,168.0,69.3,24.55,Normal,Sedentary,Improve Stamina,Non-Vegetarian,1468.0,1761.6,1861.6,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,26.5,2.1,2,0.66,195,138,451.0
32,Female,162.0,70.5,26.86,Overweight,Sedentary,Muscle Gain,Vegetarian,1396.5,1675.8,1975.8,High Protein Veg Diet,Beginner Fitness Routine,Needs Improvement,28.4,1.8,2,1.24,177,122,756.0
46,Female,165.0,60.1,22.08,Normal,Active,Improve Stamina,Eggetarian,1241.2,2141.1,2241.1,High Carb Performance Diet,Cardio Endurance Training,Fit,17.3,2.7,4,1.69,175,137,1042.0
53,Male,195.0,94.1,24.75,Normal,Light,Maintain Fitness,Eggetarian,1899.8,2612.2,2612.2,Balanced Maintenance Diet,Beginner Cardio + Walking,Needs Improvement,28.6,3.5,3,0.89,177,138,608.0
30,Female,162.0,79.2,30.18,Obese,Active,Improve Stamina,Vegetarian,1493.5,2576.3,2676.3,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,28.0,2.5,4,1.26,181,166,1046.0
49,Male,191.0,115.3,31.61,Obese,Sedentary,Weight Loss,Non-Vegetarian,2106.8,2528.2,2128.2,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,29.2,3.2,2,1.38,161,125,854.0
24,Female,179.0,62.9,19.63,Normal,Active,Improve Stamina,Vegetarian,1466.8,2530.2,2630.2,High Carb Performance Diet,Cardio Endurance Training,Moderately Fit,27.3,2.3,4,1.42,180,135,958.0
39,Male,164.0,62.0,23.05,Normal,Light,Weight Loss,Vegetarian,1455.0,2000.6,1600.6,Low Calorie Balanced Diet,Beginner Cardio + Walking,Moderately Fit,27.5,3.2,3,0.97,195,127,678.0
45,Male,178.0,88.5,27.93,Overweight,Active,Weight Loss,Vegetarian,1777.5,3066.2,2666.2,Low Calorie Balanced Diet,Intermediate Cardio + HIIT,Needs Improvement,13.2,3.5,4,1.53,198,167,1265.0
19,Female,177.0,73.9,23.59,Normal,Moderate,Muscle Gain,Non-Vegetarian,1589.2,2463.3,2763.3,High Protein Non-Veg Diet,Progressive Strength Training,Needs Improvement,32.5,2.6,3,1.28,198,137,877.0
59,Male,195.0,50.3,13.23,Underweight,Light,Muscle Gain,Non-Vegetarian,1431.8,1968.7,2268.7,High Protein Non-Veg Diet,Beginner Fitness Routine,Moderately Fit,24.4,3.4,3,1.07,188,167,885.0
23,Male,180.0,83.1,25.65,Overweight,Light,Muscle Gain,Vegetarian,1846.0,2538.2,2838.2,High Protein Veg Diet,Beginner Fitness Routine,Needs Improvement,29.3,3.1,3,0.7,185,162,624.0
45,Female,178.0,65.1,20.55,Normal,Light,Weight Loss,Vegetarian,1377.5,1894.1,1494.1,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,31.3,2.3,3,1.46,180,158,1038.0
45,Male,179.0,46.6,14.54,Underweight,Moderate,Maintain Fitness,Eggetarian,1364.8,2115.4,2115.4,Balanced Maintenance Diet,Active Lifestyle Routine,Moderately Fit,22.9,2.4,3,1.46,176,168,1214.0
37,Male,189.0,103.5,28.97,Overweight,Sedentary,Weight Loss,Vegetarian,2036.2,2443.4,2043.4,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,26.4,3.1,2,0.54,175,168,499.0
47,Female,154.0,61.9,26.1,Overweight,Active,Maintain Fitness,Vegetarian,1185.5,2045.0,2045.0,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,16.4,2.7,4,1.95,190,131,1150.0
28,Female,161.0,52.0,20.06,Normal,Moderate,Maintain Fitness,Non-Vegetarian,1225.2,1899.1,1899.1,Balanced Maintenance Diet,Active Lifestyle Routine,Moderately Fit,27.9,2.0,3,1.32,168,164,1082.0
45,Male,171.0,113.4,38.78,Obese,Sedentary,Weight Loss,Eggetarian,1982.8,2379.4,1979.4,Low Calorie Balanced Diet,Beginner Fitness Routine,Needs Improvement,24.0,2.3,2,0.83,190,129,530.0
42,Male,198.0,62.9,16.04,Underweight,Active,Maintain Fitness,Vegetarian,1661.5,2866.1,2866.1,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,28.5,3.4,4,1.42,173,126,886.0
56,Female,180.0,40.4,12.47,Underweight,Active,Improve Stamina,Non-Vegetarian,1088.0,1876.8,1976.8,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,30.0,2.1,4,1.23,196,165,913.0
50,Female,175.0,67.1,21.91,Normal,Light,Weight Loss,Non-Vegetarian,1353.8,1861.5,1461.5,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,31.8,2.7,3,0.67,161,120,362.0
18,Male,161.0,70.0,27.01,Overweight,Sedentary,Weight Loss,Vegetarian,1621.2,1945.4,1545.4,Low Calorie Balanced Diet,Beginner Fitness Routine,Needs Improvement,23.9,2.5,2,1.3,173,168,1201.0
44,Female,175.0,69.5,22.69,Normal,Light,Maintain Fitness,Non-Vegetarian,1407.8,1935.7,1935.7,Balanced Maintenance Diet,Beginner Cardio + Walking,Moderately Fit,27.6,2.1,3,1.02,192,155,711.0
30,Male,166.0,107.9,39.16,Obese,Moderate,Improve Stamina,Vegetarian,1971.5,3055.8,3155.8,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,29.5,2.8,3,1.08,194,140,832.0
58,Male,191.0,109.0,29.88,Overweight,Moderate,Maintain Fitness,Non-Vegetarian,1998.8,3098.1,3098.1,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,26.0,2.2,3,1.49,198,156,1151.0
20,Male,191.0,101.0,27.69,Overweight,Moderate,Improve Stamina,Non-Vegetarian,2108.8,3268.6,3368.6,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,29.3,2.7,3,1.36,179,143,1070.0
56,Male,185.0,88.5,25.86,Overweight,Active,Improve Stamina,Non-Vegetarian,1766.2,3046.7,3146.7,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,11.0,3.5,4,1.57,161,144,1119.0
23,Male,180.0,80.9,24.97,Normal,Active,Improve Stamina,Vegetarian,1824.0,3146.4,3246.4,High Carb Performance Diet,Cardio Endurance Training,Fit,10.7,3.5,4,1.55,178,126,1074.0
25,Female,162.0,43.1,16.42,Underweight,Active,Maintain Fitness,Vegan,1157.5,1996.7,1996.7,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Needs Improvement,33.6,1.8,4,1.04,196,161,837.0
44,Female,152.0,59.1,25.58,Overweight,Very Active,Maintain Fitness,Vegetarian,1160.0,2204.0,2204.0,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,18.4,2.7,5,1.58,177,136,967.0
26,Female,153.0,54.0,23.07,Normal,Light,Muscle Gain,Vegetarian,1205.2,1657.2,1957.2,High Protein Veg Diet,Beginner Fitness Routine,Moderately Fit,26.9,1.7,3,1.14,175,148,844.0
54,Female,178.0,72.3,22.82,Normal,Sedentary,Weight Loss,Vegetarian,1404.5,1685.4,1285.4,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,27.7,1.8,2,1.27,163,149,852.0
50,Male,198.0,51.1,13.03,Underweight,Sedentary,Improve Stamina,Non-Vegetarian,1503.5,1804.2,1904.2,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,28.0,2.4,2,0.92,171,126,574.0
59,Male,172.0,89.4,30.22,Obese,Light,Improve Stamina,Non-Vegetarian,1679.0,2308.6,2408.6,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,24.5,3.2,3,1.08,188,152,813.0
41,Male,180.0,51.5,15.9,Underweight,Active,Muscle Gain,Vegetarian,1440.0,2484.0,2784.0,High Protein Veg Diet,Progressive Strength Training,Moderately Fit,26.7,2.1,4,1.09,166,126,680.0
32,Male,188.0,87.9,24.87,Normal,Very Active,Improve Stamina,Non-Vegetarian,1899.0,3608.1,3708.1,High Carb Performance Diet,Cardio Endurance Training,Fit,11.6,3.5,5,1.52,173,143,1195.0
49,Female,152.0,42.0,18.18,Underweight,Light,Maintain Fitness,Vegetarian,964.0,1325.5,1325.5,Balanced Maintenance Diet,Beginner Cardio + Walking,Needs Improvement,28.8,2.2,3,1.1,171,130,644.0
49,Male,172.0,79.2,26.77,Overweight,Light,Improve Stamina,Non-Vegetarian,1627.0,2237.1,2337.1,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,29.9,3.3,3,1.46,194,128,925.0
41,Male,171.0,64.8,22.16,Normal,Moderate,Muscle Gain,Vegetarian,1516.8,2351.0,2651.0,High Protein Veg Diet,Progressive Strength Training,Moderately Fit,22.5,2.8,3,1.2,164,131,778.0
58,Female,178.0,63.0,19.88,Normal,Active,Maintain Fitness,Non-Vegetarian,1291.5,2227.8,2227.8,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Fit,17.5,2.7,4,1.58,176,154,1095.0
29,Female,177.0,56.2,17.94,Underweight,Light,Improve Stamina,Vegetarian,1362.2,1873.0,1973.0,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,33.4,2.6,3,0.68,191,123,418.0
56,Female,164.0,52.9,19.67,Normal,Moderate,Improve Stamina,Eggetarian,1113.0,1725.2,1825.2,High Carb Performance Diet,Cardio Endurance Training,Moderately Fit,27.4,2.3,3,1.1,169,155,767.0
19,Female,169.0,49.0,17.16,Underweight,Light,Improve Stamina,Vegetarian,1290.2,1774.0,1874.0,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,29.2,2.4,3,1.05,176,147,772.0
20,Male,184.0,128.2,37.87,Obese,Light,Weight Loss,Vegetarian,2337.0,3213.4,2813.4,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,26.2,2.3,3,0.83,164,132,603.0
54,Male,186.0,83.6,24.16,Normal,Very Active,Maintain Fitness,Vegetarian,1733.5,3293.6,3293.6,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Fit,12.4,3.5,5,1.54,168,142,1082.0
34,Female,177.0,56.2,17.94,Underweight,Very Active,Improve Stamina,Eggetarian,1337.2,2540.7,2640.7,High Carb Performance Diet,Cardio Endurance Training,Moderately Fit,17.3,2.7,5,1.81,192,138,1249.0
19,Male,178.0,87.8,27.71,Overweight,Sedentary,Weight Loss,Vegan,1900.5,2280.6,1880.6,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,23.6,3.3,2,1.28,195,161,1133.0
19,Male,185.0,85.9,25.1,Overweight,Active,Muscle Gain,Vegetarian,1925.2,3321.0,3621.0,High Protein Veg Diet,Progressive Strength Training,Needs Improvement,12.9,3.5,4,1.66,195,156,1424.0
45,Male,187.0,51.1,14.61,Underweight,Active,Improve Stamina,Non-Vegetarian,1459.8,2518.2,2618.2,High Carb Performance Diet,Cardio Endurance Training,Moderately Fit,26.2,3.4,4,1.44,177,158,1126.0
40,Female,171.0,57.4,19.63,Normal,Very Active,Muscle Gain,Vegan,1281.8,2435.4,2735.4,High Protein Veg Diet,Progressive Strength Training,Fit,18.3,2.7,5,1.87,168,143,1337.0
54,Male,192.0,114.9,31.17,Obese,Active,Weight Loss,Non-Vegetarian,2084.0,3594.9,3194.9,Low Calorie Balanced Diet,Intermediate Cardio + HIIT,Needs Improvement,20.7,2.6,4,1.2,188,135,802.0
49,Female,166.0,62.1,22.54,Normal,Moderate,Maintain Fitness,Non-Vegetarian,1252.5,1941.4,1941.4,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Needs Improvement,31.3,1.8,3,1.37,173,152,937.0
50,Male,191.0,57.1,15.65,Underweight,Active,Maintain Fitness,Vegetarian,1519.8,2621.7,2621.7,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,29.5,2.7,4,1.09,184,131,707.0
18,Male,180.0,68.1,21.02,Normal,Active,Maintain Fitness,Vegetarian,1721.0,2968.7,2968.7,Balanced Maintenance Diet,Active Lifestyle Routine,Moderately Fit,25.4,3.3,4,1.1,174,153,926.0
36,Male,165.0,69.2,25.42,Overweight,Light,Muscle Gain,Vegan,1548.2,2128.8,2428.8,High Protein Veg Diet,Beginner Fitness Routine,Needs Improvement,27.2,2.7,3,1.23,165,126,852.0
19,Female,152.0,65.2,28.22,Overweight,Light,Weight Loss,Eggetarian,1346.0,1850.8,1450.8,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,30.6,2.4,3,1.23,188,130,800.0
43,Male,173.0,108.6,36.29,Obese,Sedentary,Weight Loss,Non-Vegetarian,1957.2,2348.6,1948.6,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,28.5,2.2,2,1.33,174,150,988.0
49,Female,165.0,40.0,14.69,Underweight,Moderate,Maintain Fitness,Vegetarian,1025.2,1589.1,1589.1,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,34.3,2.5,3,1.03,188,148,686.0
23,Female,158.0,41.9,16.78,Underweight,Light,Maintain Fitness,Vegetarian,1130.5,1554.4,1554.4,Balanced Maintenance Diet,Beginner Cardio + Walking,Moderately Fit,26.8,1.8,3,0.56,163,132,370.0
49,Female,152.0,68.3,29.56,Overweight,Active,Weight Loss,Non-Vegetarian,1227.0,2116.6,1716.6,Low Calorie Balanced Diet,Moderate Strength Training,Needs Improvement,29.4,1.8,4,1.45,177,150,979.0
21,Male,160.0,88.4,34.53,Obese,Active,Weight Loss,Vegan,1784.0,3077.4,2677.4,Low Calorie Balanced Diet,Intermediate Cardio + HIIT,Needs Improvement,12.0,3.5,4,1.71,198,121,1138.0
28,Male,190.0,66.0,18.28,Underweight,Light,Maintain Fitness,Vegan,1712.5,2354.7,2354.7,Balanced Maintenance Diet,Beginner Cardio + Walking,Moderately Fit,24.1,3.0,3,1.18,175,158,1025.0
34,Male,164.0,71.9,26.73,Overweight,Active,Improve Stamina,Non-Vegetarian,1579.0,2723.8,2823.8,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,21.3,2.1,4,1.26,170,134,929.0
55,Male,171.0,75.6,25.85,Overweight,Active,Muscle Gain,Non-Vegetarian,1554.8,2682.0,2982.0,High Protein Non-Veg Diet,Moderate Strength Training,Needs Improvement,28.1,2.0,4,1.03,173,130,663.0
41,Female,159.0,63.4,25.08,Overweight,Very Active,Weight Loss,Vegetarian,1261.8,2397.4,1997.4,Low Calorie Balanced Diet,Intermediate Cardio + HIIT,Needs Improvement,15.2,2.7,5,1.84,162,153,1267.0
22,Female,177.0,71.6,22.85,Normal,Light,Improve Stamina,Vegetarian,1551.2,2132.9,2232.9,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,30.3,1.8,3,1.49,197,158,1177.0
51,Female,177.0,57.4,18.32,Underweight,Active,Maintain Fitness,Vegan,1264.2,2180.7,2180.7,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,31.6,2.1,4,1.08,177,123,598.0
23,Male,199.0,83.8,21.16,Normal,Active,Improve Stamina,Non-Vegetarian,1971.8,3401.4,3501.4,High Carb Performance Diet,Cardio Endurance Training,Fit,11.0,3.5,4,1.79,179,130,1280.0
39,Female,171.0,55.9,19.12,Normal,Very Active,Maintain Fitness,Vegetarian,1271.8,2416.4,2416.4,Balanced Maintenance Diet,Active Lifestyle Routine,Fit,19.5,2.7,5,1.95,184,148,1443.0
28,Male,176.0,87.0,28.09,Overweight,Moderate,Maintain Fitness,Vegetarian,1835.0,2844.2,2844.2,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,28.4,3.5,3,1.2,197,121,799.0
33,Female,171.0,65.3,22.33,Normal,Active,Maintain Fitness,Non-Vegetarian,1395.8,2407.8,2407.8,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Needs Improvement,29.7,2.5,4,1.18,172,135,796.0
50,Male,167.0,45.4,16.28,Underweight,Active,Maintain Fitness,Vegetarian,1252.8,2161.1,2161.1,Balanced Maintenance Diet,Active Lifestyle Routine,Moderately Fit,24.1,2.8,4,1.37,163,158,1071.0
26,Male,187.0,87.1,24.91,Normal,Active,Maintain Fitness,Vegetarian,1914.8,3303.0,3303.0,Balanced Maintenance Diet,Active Lifestyle Routine,Fit,11.2,3.5,4,1.71,173,132,1241.0
23,Female,173.0,78.6,26.26,Overweight,Active,Weight Loss,Non-Vegetarian,1591.2,2744.8,2344.8,Low Calorie Balanced Diet,Intermediate Cardio + HIIT,Needs Improvement,32.3,1.5,4,1.47,192,156,1147.0
33,Female,171.0,78.0,26.67,Overweight,Light,Weight Loss,Non-Vegetarian,1522.8,2093.8,1693.8,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,26.3,2.1,3,1.08,187,136,734.0
46,Female,153.0,58.0,24.78,Normal,Active,Improve Stamina,Non-Vegetarian,1145.2,1975.5,2075.5,High Carb Performance Diet,Cardio Endurance Training,Fit,18.4,2.7,4,1.83,196,140,1153.0
20,Female,169.0,71.3,24.96,Normal,Moderate,Muscle Gain,Vegetarian,1508.2,2337.7,2637.7,High Protein Veg Diet,Progressive Strength Training,Needs Improvement,33.4,2.3,3,1.28,167,163,1043.0
37,Male,174.0,49.1,16.22,Underweight,Moderate,Maintain Fitness,Non-Vegetarian,1398.5,2167.7,2167.7,Balanced Maintenance Diet,Active Lifestyle Routine,Moderately Fit,22.3,2.6,3,1.11,193,138,842.0
53,Female,165.0,78.3,28.76,Overweight,Light,Weight Loss,Vegetarian,1388.2,1908.8,1508.8,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,33.7,1.6,3,1.24,164,126,703.0
36,Female,164.0,57.3,21.3,Normal,Active,Muscle Gain,Vegetarian,1257.0,2168.3,2468.3,High Protein Veg Diet,Progressive Strength Training,Moderately Fit,25.3,1.8,4,1.13,164,157,887.0
43,Female,161.0,48.4,18.67,Normal,Sedentary,Weight Loss,Non-Vegetarian,1114.2,1337.0,1200.0,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,34.1,2.4,2,1.28,190,127,732.0
20,Male,162.0,76.4,29.11,Overweight,Active,Improve Stamina,Non-Vegetarian,1681.5,2900.6,3000.6,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,21.2,2.6,4,1.35,168,132,980.0
36,Male,177.0,110.2,35.18,Obese,Sedentary,Weight Loss,Vegan,2033.2,2439.8,2039.8,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,26.5,3.4,2,1.19,191,156,1021.0
37,Female,176.0,72.9,23.53,Normal,Moderate,Muscle Gain,Non-Vegetarian,1483.0,2298.7,2598.7,High Protein Non-Veg Diet,Progressive Strength Training,Moderately Fit,27.5,1.9,3,1.21,192,121,732.0
49,Male,186.0,82.1,23.73,Normal,Active,Muscle Gain,Non-Vegetarian,1743.5,3007.5,3307.5,High Protein Non-Veg Diet,Moderate Strength Training,Fit,14.2,3.5,4,1.87,162,160,1481.0
24,Female,176.0,58.9,19.01,Normal,Light,Maintain Fitness,Vegetarian,1408.0,1936.0,1936.0,Balanced Maintenance Diet,Beginner Cardio + Walking,Needs Improvement,30.1,1.7,3,0.63,189,130,410.0
58,Male,187.0,82.2,23.51,Normal,Active,Maintain Fitness,Vegetarian,1705.8,2942.5,2942.5,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Fit,10.7,3.5,4,1.57,171,143,1111.0
50,Male,172.0,96.7,32.69,Obese,Moderate,Weight Loss,Vegetarian,1797.0,2785.3,2385.3,Low Calorie Balanced Diet,Moderate Strength Training,Needs Improvement,25.7,2.7,3,1.46,188,125,903.0
57,Male,186.0,81.4,23.53,Normal,Very Active,Improve Stamina,Vegetarian,1696.5,3223.3,3323.3,High Carb Performance Diet,Cardio Endurance Training,Fit,12.0,3.5,5,1.8,162,145,1292.0
56,Male,173.0,107.8,36.02,Obese,Moderate,Maintain Fitness,Eggetarian,1884.2,2920.5,2920.5,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,26.6,2.8,3,1.09,185,126,680.0
35,Female,162.0,65.8,25.07,Overweight,Active,Improve Stamina,Vegetarian,1334.5,2302.0,2402.0,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,33.8,1.5,4,1.0,189,158,790.0
57,Female,156.0,68.5,28.15,Overweight,Active,Weight Loss,Vegan,1214.0,2094.2,1694.2,Low Calorie Balanced Diet,Intermediate Cardio + HIIT,Needs Improvement,29.1,1.6,4,1.45,168,138,900.0
18,Female,159.0,63.9,25.28,Overweight,Active,Muscle Gain,Non-Vegetarian,1381.8,2383.6,2683.6,High Protein Non-Veg Diet,Progressive Strength Training,Needs Improvement,16.4,2.7,4,1.87,185,125,1169.0
28,Male,162.0,76.3,29.07,Overweight,Moderate,Weight Loss,Non-Vegetarian,1640.5,2542.8,2142.8,Low Calorie Balanced Diet,Compound Strength Training,Needs Improvement,20.1,2.3,3,1.16,161,162,1034.0
45,Female,165.0,44.5,16.35,Underweight,Light,Improve Stamina,Non-Vegetarian,1090.2,1499.0,1599.0,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,30.7,1.6,3,1.44,162,148,959.0
42,Female,175.0,50.7,16.56,Underweight,Moderate,Muscle Gain,Non-Vegetarian,1229.8,1906.2,2206.2,High Protein Non-Veg Diet,Progressive Strength Training,Needs Improvement,29.0,1.9,3,1.29,163,162,940.0
40,Female,161.0,55.1,21.26,Normal,Active,Maintain Fitness,Non-Vegetarian,1196.2,2063.4,2063.4,Balanced Maintenance Diet,Active Lifestyle Routine,Fit,16.9,2.7,4,1.55,184,158,1224.0
48,Male,161.0,73.7,28.43,Overweight,Active,Improve Stamina,Vegetarian,1508.2,2601.6,2701.6,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,21.8,3.6,4,1.36,172,121,815.0
47,Male,177.0,55.6,17.75,Underweight,Active,Improve Stamina,Non-Vegetarian,1432.2,2470.5,2570.5,High Carb Performance Diet,Cardio Endurance Training,Moderately Fit,24.3,2.9,4,1.2,198,138,820.0
59,Male,176.0,86.9,28.05,Overweight,Moderate,Weight Loss,Vegetarian,1679.0,2602.5,2202.5,Low Calorie Balanced Diet,Moderate Strength Training,Needs Improvement,29.8,3.1,3,1.13,194,123,688.0
52,Female,168.0,60.3,21.36,Normal,Active,Muscle Gain,Vegetarian,1232.0,2125.2,2425.2,High Protein Veg Diet,Moderate Strength Training,Fit,16.5,2.7,4,1.6,182,125,900.0
