age,gender,weight_kg,height_m,height_cm,bmi,bmi_category,max_bpm,avg_bpm,resting_bpm,session_duration_h,calories_burned,fat_pct,water_intake_l,workout_freq,workout_type,experience_level,bmr,tdee,inferred_goal,fitness_category,diet_plan,workout_plan
31,Female,48.2,1.65,165.0,17.7,Underweight,163,166,60,1.1,913.0,26.1,2.5,2,Cardio,1,1197.2,1646.2,Weight Gain,Moderately Fit,High Carb Performance Diet,Beginner Cardio + Walking
48,Female,56.8,1.51,151.0,24.91,Normal,185,126,52,1.37,777.0,32.1,2.1,4,HIIT,2,1110.8,1916.1,Maintain Fitness,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
36,Male,112.4,1.63,163.0,42.3,Obese,164,135,58,1.02,757.0,25.0,3.4,4,Cardio,2,1967.8,3394.5,Weight Loss,Moderately Fit,Low Calorie Balanced Diet,Cardio Endurance Training
33,Female,59.0,1.67,167.0,21.16,Normal,175,124,55,0.9,558.0,33.7,1.9,3,Cardio,1,1307.8,2027.1,Improve Stamina,Needs Improvement,High Carb Performance Diet,Beginner Cardio + Walking
22,Male,98.4,1.88,188.0,27.84,Overweight,194,135,71,0.52,386.0,21.3,2.2,2,Cardio,1,2054.0,2824.2,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Beginner Cardio + Walking
52,Male,66.5,1.6,160.0,25.98,Overweight,185,120,70,1.34,796.0,26.8,2.1,4,HIIT,2,1410.0,2432.2,Weight Loss,Moderately Fit,High Protein Non-Veg Diet,Progressive Strength Training
29,Male,106.5,1.81,181.0,32.51,Obese,177,156,60,1.29,1107.0,25.7,2.5,4,Cardio,2,2056.2,3546.9,Weight Loss,Moderately Fit,Low Calorie Balanced Diet,Cardio Endurance Training
42,Male,88.4,1.93,193.0,23.73,Normal,188,158,65,1.68,1314.0,12.4,3.5,4,Yoga,3,1885.2,3252.0,Maintain Fitness,Fit,Balanced Maintenance Diet,Active Lifestyle Routine
38,Male,88.4,1.79,179.0,27.59,Overweight,182,138,68,1.74,1321.0,12.5,3.5,5,Yoga,3,1817.8,3453.8,Weight Loss,Fit,Balanced Maintenance Diet,Active Lifestyle Routine
53,Female,53.3,1.74,174.0,17.6,Underweight,173,156,54,1.37,962.0,32.2,1.8,3,Strength,2,1194.5,1851.5,Weight Gain,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
40,Female,58.1,1.56,156.0,23.87,Normal,174,136,63,0.61,415.0,34.4,2.2,2,Yoga,1,1195.0,1643.1,Maintain Fitness,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
33,Female,74.2,1.76,176.0,23.95,Normal,192,145,66,1.15,834.0,25.9,1.5,4,Strength,2,1516.0,2615.1,Muscle Gain,Fit,High Protein Veg Diet,Progressive Strength Training
56,Male,84.6,1.63,163.0,31.84,Obese,184,141,52,1.01,705.0,20.2,2.9,4,HIIT,2,1589.8,2742.4,Weight Loss,Moderately Fit,High Protein Non-Veg Diet,Progressive Strength Training
59,Male,78.0,1.92,192.0,21.16,Normal,180,127,53,0.72,453.0,28.1,2.7,3,Cardio,1,1690.0,2619.5,Improve Stamina,Needs Improvement,High Carb Performance Diet,Beginner Cardio + Walking
56,Male,89.0,1.68,168.0,31.53,Obese,176,152,65,1.77,1332.0,10.5,3.5,5,Yoga,3,1665.0,3163.5,Weight Loss,Fit,Balanced Maintenance Diet,Active Lifestyle Routine
31,Female,42.7,1.76,176.0,13.78,Underweight,182,121,65,1.46,883.0,34.9,2.2,3,Strength,1,1211.0,1877.0,Weight Gain,Needs Improvement,High Protein Veg Diet,Beginner Fitness Routine
48,Male,83.9,1.82,182.0,25.33,Overweight,176,149,70,1.9,1401.0,13.1,3.5,5,HIIT,3,1741.5,3308.8,Weight Loss,Fit,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
22,Female,78.7,1.52,152.0,34.06,Obese,173,166,74,1.45,1204.0,31.5,2.3,3,Strength,2,1466.0,2272.3,Weight Loss,Needs Improvement,High Protein Veg Diet,Progressive Strength Training
52,Female,65.9,1.52,152.0,28.52,Overweight,188,139,53,1.27,794.0,27.0,2.3,4,Cardio,2,1188.0,2049.3,Weight Loss,Moderately Fit,Low Calorie Balanced Diet,Cardio Endurance Training
40,Male,76.9,1.92,192.0,20.86,Normal,179,137,68,1.13,851.0,22.4,3.7,4,Yoga,2,1774.0,3060.2,Maintain Fitness,Fit,Balanced Maintenance Diet,Active Lifestyle Routine
46,Male,84.3,2.0,200.0,21.07,Normal,189,162,66,1.83,1467.0,13.3,3.5,5,HIIT,3,1868.0,3549.2,Maintain Fitness,Fit,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
28,Female,62.4,1.6,160.0,24.37,Normal,178,129,62,1.1,710.0,34.1,1.7,3,Strength,2,1323.0,2050.7,Muscle Gain,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
35,Male,63.7,1.74,174.0,21.04,Normal,198,143,71,1.03,810.0,29.8,2.7,4,HIIT,2,1554.5,2681.5,Maintain Fitness,Moderately Fit,High Protein Non-Veg Diet,Progressive Strength Training
29,Female,54.9,1.52,152.0,23.76,Normal,172,123,72,1.48,910.0,27.0,2.0,3,Strength,1,1193.0,1849.2,Muscle Gain,Moderately Fit,High Protein Veg Diet,Beginner Fitness Routine
26,Male,76.4,1.79,179.0,23.84,Normal,177,156,73,1.17,1004.0,21.3,2.7,3,Strength,2,1757.8,2724.6,Muscle Gain,Moderately Fit,High Protein Non-Veg Diet,Progressive Strength Training
27,Male,106.4,1.86,186.0,30.76,Obese,182,123,50,1.34,907.0,20.6,3.1,2,Cardio,1,2096.5,2882.7,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Beginner Cardio + Walking
34,Female,68.4,1.5,150.0,30.4,Obese,192,132,61,1.37,904.0,33.7,2.1,4,Cardio,2,1290.5,2226.1,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Cardio Endurance Training
55,Male,63.5,1.86,186.0,18.35,Underweight,198,144,53,1.36,969.0,22.9,2.9,4,Strength,2,1527.5,2634.9,Weight Gain,Fit,High Protein Non-Veg Diet,Progressive Strength Training
24,Female,59.4,1.5,150.0,26.4,Overweight,199,132,60,1.25,825.0,25.0,2.0,3,Yoga,2,1250.5,1938.3,Weight Loss,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
30,Male,113.4,1.91,191.0,31.08,Obese,177,137,54,1.27,957.0,22.2,3.7,3,HIIT,1,2182.8,3383.3,Weight Loss,Needs Improvement,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
57,Female,61.9,1.52,152.0,26.79,Overweight,168,143,51,0.92,592.0,28.4,2.6,3,HIIT,1,1123.0,1740.7,Weight Loss,Needs Improvement,High Protein Veg Diet,Intermediate Cardio + HIIT
59,Female,70.7,1.68,168.0,25.05,Overweight,192,121,66,1.17,637.0,34.9,1.9,3,Cardio,2,1301.0,2016.5,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Cardio Endurance Training
26,Male,111.5,1.9,190.0,30.89,Obese,191,167,57,1.02,937.0,25.2,2.2,2,Yoga,1,2177.5,2994.1,Weight Loss,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
44,Female,72.1,1.66,166.0,26.16,Overweight,176,152,55,1.4,958.0,27.0,2.5,2,Strength,1,1377.5,1894.1,Weight Loss,Needs Improvement,High Protein Veg Diet,Beginner Fitness Routine
19,Male,56.9,1.87,187.0,16.27,Underweight,178,138,70,0.61,463.0,23.3,3.7,3,Cardio,1,1647.8,2554.1,Weight Gain,Moderately Fit,High Carb Performance Diet,Beginner Cardio + Walking
22,Male,86.2,1.9,190.0,23.88,Normal,186,128,58,1.91,1345.0,11.7,3.5,5,Strength,3,1944.5,3694.5,Muscle Gain,Fit,High Protein Non-Veg Diet,Compound Strength Training
46,Male,59.4,1.68,168.0,21.05,Normal,165,147,62,1.16,844.0,20.2,2.5,4,Strength,2,1419.0,2447.8,Muscle Gain,Fit,High Protein Non-Veg Diet,Progressive Strength Training
54,Female,75.6,1.72,172.0,25.55,Overweight,194,154,60,0.97,672.0,26.4,1.9,3,Cardio,1,1400.0,2170.0,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Beginner Cardio + Walking
55,Female,76.3,1.73,173.0,25.49,Overweight,196,158,65,1.08,768.0,32.0,2.6,3,Yoga,1,1408.2,2182.7,Weight Loss,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
36,Male,95.8,1.86,186.0,27.69,Overweight,193,129,65,1.37,972.0,21.2,3.2,3,HIIT,1,1945.5,3015.5,Weight Loss,Needs Improvement,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
25,Male,120.6,1.83,183.0,36.01,Obese,179,120,51,1.04,686.0,22.3,2.5,3,Cardio,2,2229.8,3456.2,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Cardio Endurance Training
18,Female,65.3,1.55,155.0,27.18,Overweight,184,161,59,1.42,1143.0,28.5,2.2,3,Yoga,2,1370.8,2124.7,Weight Loss,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
39,Male,85.3,1.89,189.0,23.88,Normal,163,140,61,0.77,593.0,27.6,3.6,2,Strength,1,1844.2,2535.8,Muscle Gain,Moderately Fit,High Protein Non-Veg Diet,Beginner Fitness Routine
34,Male,68.0,1.68,168.0,24.09,Normal,169,128,57,0.67,472.0,25.8,3.4,2,Cardio,1,1565.0,2151.9,Improve Stamina,Moderately Fit,High Carb Performance Diet,Beginner Cardio + Walking
24,Female,52.6,1.57,157.0,21.34,Normal,169,166,60,1.29,1071.0,31.9,2.4,2,HIIT,1,1226.2,1686.0,Maintain Fitness,Needs Improvement,High Protein Veg Diet,Intermediate Cardio + HIIT
42,Male,63.3,1.77,177.0,20.2,Normal,183,134,59,1.32,876.0,25.7,3.3,3,HIIT,2,1534.2,2378.0,Maintain Fitness,Moderately Fit,High Protein Non-Veg Diet,Progressive Strength Training
21,Female,76.3,1.65,165.0,28.03,Overweight,180,154,62,1.14,878.0,31.8,1.7,3,Strength,2,1528.2,2368.7,Weight Loss,Needs Improvement,High Protein Veg Diet,Progressive Strength Training
53,Male,61.0,1.63,163.0,22.96,Normal,170,124,74,0.54,331.0,20.0,3.4,3,Cardio,1,1368.8,2121.6,Improve Stamina,Moderately Fit,High Carb Performance Diet,Beginner Cardio + Walking
23,Female,67.8,1.61,161.0,26.16,Overweight,186,160,66,1.34,1072.0,34.3,1.8,2,HIIT,1,1408.2,1936.3,Weight Loss,Needs Improvement,High Protein Veg Diet,Intermediate Cardio + HIIT
48,Male,114.9,1.86,186.0,33.21,Obese,175,141,56,1.36,949.0,21.1,3.6,3,Cardio,1,2076.5,3218.6,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Beginner Cardio + Walking
36,Male,88.0,1.71,171.0,30.09,Obese,185,160,73,1.87,1646.0,12.0,3.5,5,HIIT,3,1773.8,3370.2,Weight Loss,Fit,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
56,Female,67.7,1.58,158.0,27.12,Overweight,189,142,52,1.45,927.0,32.7,1.9,2,Strength,1,1223.5,1682.3,Weight Loss,Needs Improvement,High Protein Veg Diet,Beginner Fitness Routine
44,Male,124.8,1.85,185.0,36.46,Obese,175,126,69,1.35,842.0,24.4,3.5,4,Strength,2,2189.2,3776.4,Weight Loss,Moderately Fit,High Protein Non-Veg Diet,Progressive Strength Training
27,Female,53.0,1.58,158.0,21.23,Normal,166,142,62,1.26,895.0,34.5,1.8,4,Cardio,2,1221.5,2107.1,Improve Stamina,Moderately Fit,High Carb Performance Diet,Cardio Endurance Training
43,Male,61.2,1.88,188.0,17.32,Underweight,175,163,68,1.03,831.0,24.7,2.9,3,Yoga,1,1577.0,2444.3,Weight Gain,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
36,Female,48.7,1.68,168.0,17.25,Underweight,194,144,56,1.23,886.0,33.7,1.6,3,Yoga,1,1196.0,1853.8,Weight Gain,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
56,Female,50.6,1.7,170.0,17.51,Underweight,175,146,58,1.29,848.0,33.1,2.3,2,Strength,1,1127.5,1550.3,Weight Gain,Needs Improvement,High Protein Veg Diet,Beginner Fitness Routine
20,Female,72.6,1.73,173.0,24.26,Normal,199,160,68,1.27,1016.0,34.8,2.5,3,HIIT,2,1546.2,2396.6,Maintain Fitness,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
30,Female,70.4,1.56,156.0,28.93,Overweight,171,125,62,1.03,644.0,34.3,2.4,4,Yoga,2,1368.0,2359.8,Weight Loss,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
45,Male,52.5,1.88,188.0,14.85,Underweight,194,153,71,1.08,818.0,29.0,2.9,4,Strength,2,1480.0,2553.0,Weight Gain,Moderately Fit,High Protein Non-Veg Diet,Progressive Strength Training
37,Male,76.3,1.77,177.0,24.35,Normal,180,128,57,1.36,957.0,27.3,2.1,4,HIIT,2,1689.2,2913.9,Maintain Fitness,Fit,High Protein Non-Veg Diet,Progressive Strength Training
45,Female,41.2,1.58,158.0,16.5,Underweight,195,168,71,1.47,1111.0,28.7,2.6,2,HIIT,1,1013.5,1393.6,Weight Gain,Needs Improvement,High Protein Veg Diet,Intermediate Cardio + HIIT
25,Female,55.3,1.76,176.0,17.85,Underweight,176,152,67,1.56,1186.0,15.5,2.7,4,Yoga,3,1367.0,2358.1,Weight Gain,Fit,Balanced Maintenance Diet,Active Lifestyle Routine
58,Female,49.7,1.67,167.0,17.82,Underweight,191,125,72,1.38,776.0,31.9,2.3,4,Strength,2,1089.8,1879.9,Weight Gain,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
56,Male,48.3,1.87,187.0,13.81,Underweight,165,156,51,0.68,525.0,29.8,3.3,3,HIIT,1,1376.8,2134.0,Weight Gain,Needs Improvement,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
18,Male,83.2,1.96,196.0,21.66,Normal,183,150,67,1.83,1510.0,13.6,3.5,4,HIIT,3,1972.0,3401.7,Maintain Fitness,Fit,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
20,Male,120.5,1.73,173.0,40.26,Obese,186,153,67,1.01,850.0,29.3,3.4,3,Cardio,2,2191.2,3396.4,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Cardio Endurance Training
30,Male,121.6,2.0,200.0,30.4,Obese,179,160,60,1.24,1091.0,28.0,3.3,4,Cardio,2,2321.0,4003.7,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Cardio Endurance Training
45,Female,73.0,1.75,175.0,23.84,Normal,184,148,50,1.14,759.0,26.6,2.0,4,Yoga,2,1437.8,2480.2,Maintain Fitness,Fit,Balanced Maintenance Diet,Active Lifestyle Routine
42,Female,57.5,1.67,167.0,20.62,Normal,161,133,63,1.76,1053.0,16.2,2.7,5,Cardio,3,1247.8,2370.8,Improve Stamina,Fit,High Carb Performance Diet,Cardio Endurance Training
50,Female,42.7,1.53,153.0,18.24,Underweight,168,155,65,1.41,983.0,28.4,2.4,4,Strength,2,972.2,1677.0,Weight Gain,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
55,Male,129.9,1.73,173.0,43.4,Obese,187,155,60,0.69,529.0,21.7,3.1,3,Yoga,1,2110.2,3270.8,Weight Loss,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
23,Male,108.6,1.92,192.0,29.46,Overweight,197,134,50,0.89,656.0,25.8,3.5,2,Yoga,1,2176.0,2992.0,Weight Loss,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
49,Male,88.6,2.0,200.0,22.15,Normal,162,127,56,1.83,1150.0,14.9,3.5,4,Cardio,3,1896.0,3270.6,Improve Stamina,Fit,High Carb Performance Diet,Cardio Endurance Training
38,Female,49.7,1.51,151.0,21.8,Normal,179,145,65,1.25,906.0,32.6,2.5,3,HIIT,1,1089.8,1689.2,Maintain Fitness,Needs Improvement,High Protein Veg Diet,Intermediate Cardio + HIIT
33,Female,56.4,1.54,154.0,23.78,Normal,165,155,63,1.06,822.0,29.2,1.5,3,Strength,1,1200.5,1860.8,Muscle Gain,Needs Improvement,High Protein Veg Diet,Beginner Fitness Routine
38,Male,46.9,1.74,174.0,15.49,Underweight,198,167,64,1.03,946.0,20.0,2.6,4,Strength,2,1371.5,2365.8,Weight Gain,Fit,High Protein Non-Veg Diet,Progressive Strength Training
28,Female,71.3,1.67,167.0,25.57,Overweight,192,140,63,1.46,1022.0,28.1,1.5,4,Strength,2,1455.8,2511.3,Weight Loss,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
54,Male,71.6,1.86,186.0,20.7,Normal,160,147,70,1.14,830.0,25.3,2.2,3,Yoga,2,1613.5,2500.9,Maintain Fitness,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
53,Male,82.3,1.61,161.0,31.75,Obese,196,123,60,1.87,1139.0,11.6,3.5,5,Strength,3,1569.2,2981.5,Weight Loss,Fit,High Protein Non-Veg Diet,Compound Strength Training
52,Female,70.6,1.69,169.0,24.72,Normal,165,135,65,1.36,826.0,26.1,2.2,3,HIIT,1,1341.2,2078.9,Maintain Fitness,Moderately Fit,High Protein Veg Diet,Intermediate Cardio + HIIT
36,Male,109.8,1.62,162.0,41.84,Obese,193,141,68,0.84,651.0,24.4,3.5,3,HIIT,1,1935.5,3000.0,Weight Loss,Needs Improvement,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
37,Female,73.5,1.69,169.0,25.73,Overweight,174,131,66,0.54,354.0,27.5,1.6,2,Cardio,1,1445.2,1987.2,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Beginner Cardio + Walking
35,Male,85.6,1.85,185.0,25.01,Overweight,185,135,55,1.78,1322.0,14.5,3.5,5,Strength,3,1842.2,3500.2,Weight Loss,Fit,High Protein Non-Veg Diet,Compound Strength Training
58,Female,74.6,1.68,168.0,26.43,Overweight,173,159,60,1.03,737.0,26.0,2.0,4,Yoga,2,1345.0,2320.1,Weight Loss,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
31,Female,63.2,1.8,180.0,19.51,Normal,166,157,66,0.59,463.0,25.5,2.6,2,Cardio,1,1441.0,1981.4,Improve Stamina,Moderately Fit,High Carb Performance Diet,Beginner Cardio + Walking
32,Female,62.6,1.63,163.0,23.56,Normal,190,161,58,1.67,1344.0,15.0,2.7,5,HIIT,3,1323.8,2515.2,Maintain Fitness,Fit,High Protein Veg Diet,Intermediate Cardio + HIIT
48,Male,87.1,1.76,176.0,28.12,Overweight,183,156,67,1.81,1398.0,11.6,3.5,5,Strength,3,1736.0,3298.4,Weight Loss,Fit,High Protein Non-Veg Diet,Compound Strength Training
18,Male,82.3,1.84,184.0,24.31,Normal,190,148,66,1.73,1408.0,13.3,3.5,5,HIIT,3,1888.0,3587.2,Maintain Fitness,Fit,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
20,Female,64.3,1.78,178.0,20.29,Normal,188,137,61,1.71,1171.0,18.7,2.7,4,Cardio,3,1494.5,2578.0,Improve Stamina,Fit,High Carb Performance Diet,Cardio Endurance Training
33,Female,53.7,1.66,166.0,19.49,Normal,191,129,72,1.25,806.0,29.5,2.5,3,HIIT,1,1248.5,1935.2,Maintain Fitness,Needs Improvement,High Protein Veg Diet,Intermediate Cardio + HIIT
40,Male,63.0,2.0,200.0,15.75,Underweight,176,161,71,1.42,1257.0,26.8,2.9,4,Strength,2,1685.0,2906.6,Weight Gain,Fit,High Protein Non-Veg Diet,Progressive Strength Training
28,Male,128.4,1.86,186.0,37.11,Obese,173,158,71,1.06,921.0,23.6,3.3,4,Strength,2,2311.5,3987.3,Weight Loss,Moderately Fit,High Protein Non-Veg Diet,Progressive Strength Training
29,Male,88.0,1.89,189.0,24.64,Normal,199,137,54,1.75,1319.0,13.3,3.5,5,Cardio,3,1921.2,3650.3,Improve Stamina,Fit,High Carb Performance Diet,Cardio Endurance Training
27,Female,63.7,1.52,152.0,27.57,Overweight,195,120,60,1.19,714.0,25.4,2.1,4,Strength,2,1291.0,2227.0,Weight Loss,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
49,Male,83.7,1.87,187.0,23.94,Normal,183,158,53,1.29,1009.0,23.9,2.3,4,HIIT,2,1765.8,3046.0,Maintain Fitness,Fit,High Protein Non-Veg Diet,Progressive Strength Training
33,Male,102.6,1.75,175.0,33.5,Obese,186,140,53,1.4,1078.0,27.9,2.2,3,HIIT,2,1959.8,3037.7,Weight Loss,Needs Improvement,High Protein Non-Veg Diet,Progressive Strength Training
25,Female,77.7,1.55,155.0,32.34,Obese,184,120,52,0.55,330.0,33.0,1.7,2,Yoga,1,1459.8,2007.2,Weight Loss,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
55,Male,87.5,1.88,188.0,24.76,Normal,191,134,73,1.19,789.0,27.2,2.6,4,Yoga,2,1780.0,3070.5,Maintain Fitness,Fit,Balanced Maintenance Diet,Active Lifestyle Routine
29,Male,87.0,1.86,186.0,25.15,Overweight,177,123,72,1.52,1028.0,11.0,3.5,4,Yoga,3,1892.5,3264.6,Weight Loss,Fit,Balanced Maintenance Diet,Active Lifestyle Routine
41,Male,82.8,1.66,166.0,30.05,Obese,177,139,74,1.97,1355.0,11.2,3.5,5,HIIT,3,1665.5,3164.4,Weight Loss,Fit,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
45,Female,65.4,1.68,168.0,23.17,Normal,196,129,66,0.76,441.0,35.0,2.6,3,HIIT,1,1318.0,2042.9,Maintain Fitness,Needs Improvement,High Protein Veg Diet,Intermediate Cardio + HIIT
25,Female,47.2,1.71,171.0,16.14,Underweight,185,142,56,0.89,632.0,26.0,2.5,2,Cardio,1,1254.8,1725.3,Weight Gain,Moderately Fit,High Carb Performance Diet,Beginner Cardio + Walking
45,Female,58.2,1.7,170.0,20.14,Normal,168,160,53,0.95,684.0,26.8,2.0,3,Yoga,1,1258.5,1950.7,Maintain Fitness,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
53,Female,73.5,1.55,155.0,30.59,Obese,194,153,72,1.17,806.0,26.3,2.1,4,HIIT,2,1277.8,2204.2,Weight Loss,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
43,Female,55.2,1.73,173.0,18.44,Underweight,167,165,62,1.67,1240.0,16.6,2.7,5,Cardio,3,1257.2,2388.7,Weight Gain,Fit,High Carb Performance Diet,Cardio Endurance Training
25,Female,64.4,1.71,171.0,22.02,Normal,179,167,61,1.12,935.0,27.1,1.8,3,HIIT,1,1426.8,2211.5,Maintain Fitness,Moderately Fit,High Protein Veg Diet,Intermediate Cardio + HIIT
45,Female,73.5,1.74,174.0,24.28,Normal,181,152,50,1.18,807.0,30.0,2.3,4,Cardio,2,1436.5,2478.0,Improve Stamina,Moderately Fit,High Carb Performance Diet,Cardio Endurance Training
45,Male,89.6,1.81,181.0,27.35,Overweight,178,153,70,1.7,1287.0,12.4,3.5,5,Yoga,3,1807.2,3433.7,Weight Loss,Fit,Balanced Maintenance Diet,Active Lifestyle Routine
54,Male,86.5,1.76,176.0,27.92,Overweight,189,158,68,1.48,1158.0,29.0,3.4,3,Yoga,2,1700.0,2635.0,Weight Loss,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
58,Female,46.1,1.67,167.0,16.53,Underweight,187,129,70,1.28,743.0,25.3,1.8,4,Yoga,2,1053.8,1817.8,Weight Gain,Fit,Balanced Maintenance Diet,Active Lifestyle Routine
53,Male,68.5,1.97,197.0,17.65,Underweight,194,139,69,1.3,894.0,23.2,2.1,3,HIIT,2,1656.2,2567.1,Weight Gain,Moderately Fit,High Protein Non-Veg Diet,Progressive Strength Training
44,Male,94.6,1.84,184.0,27.94,Overweight,170,120,67,1.26,748.0,26.0,3.1,4,HIIT,2,1881.0,3244.7,Weight Loss,Moderately Fit,High Protein Non-Veg Diet,Progressive Strength Training
34,Female,54.2,1.52,152.0,23.46,Normal,190,132,60,1.13,746.0,31.0,2.2,3,Cardio,1,1161.0,1799.5,Improve Stamina,Needs Improvement,High Carb Performance Diet,Beginner Cardio + Walking
26,Male,47.7,1.77,177.0,15.23,Underweight,198,120,69,1.15,759.0,24.8,2.7,3,Strength,2,1458.2,2260.2,Weight Gain,Moderately Fit,High Protein Non-Veg Diet,Progressive Strength Training
50,Male,52.2,1.84,184.0,15.42,Underweight,195,124,52,1.38,847.0,28.2,3.1,4,Strength,2,1427.0,2461.6,Weight Gain,Moderately Fit,High Protein Non-Veg Diet,Progressive Strength Training
37,Male,88.8,1.95,195.0,23.35,Normal,189,135,66,1.58,1173.0,10.3,3.5,5,Yoga,3,1926.8,3660.9,Maintain Fitness,Fit,Balanced Maintenance Diet,Active Lifestyle Routine
30,Male,101.0,1.68,168.0,35.79,Obese,182,134,61,1.46,1076.0,28.2,2.9,4,Strength,2,1915.0,3303.4,Weight Loss,Needs Improvement,High Protein Non-Veg Diet,Progressive Strength Training
45,Male,118.4,1.95,195.0,31.14,Obese,178,168,59,1.06,881.0,24.9,2.4,3,Yoga,2,2182.8,3383.3,Weight Loss,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
46,Female,47.9,1.72,172.0,16.19,Underweight,171,147,57,1.41,933.0,26.3,2.0,3,Cardio,1,1163.0,1802.7,Weight Gain,Moderately Fit,High Carb Performance Diet,Beginner Cardio + Walking
30,Female,51.5,1.74,174.0,17.01,Underweight,174,150,64,1.08,810.0,33.9,2.0,3,Strength,2,1291.5,2001.8,Weight Gain,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
52,Female,79.9,1.51,151.0,35.04,Obese,190,142,54,0.75,479.0,31.5,2.6,3,Strength,1,1321.8,2048.8,Weight Loss,Needs Improvement,High Protein Veg Diet,Beginner Fitness Routine
23,Male,121.3,1.85,185.0,35.44,Obese,196,167,53,0.72,661.0,21.6,3.6,2,Yoga,1,2259.2,3106.4,Weight Loss,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
35,Female,78.9,1.64,164.0,29.34,Overweight,196,164,70,1.28,1050.0,25.3,2.6,4,Cardio,2,1478.0,2549.6,Weight Loss,Moderately Fit,Low Calorie Balanced Diet,Cardio Endurance Training
22,Male,88.5,1.62,162.0,33.72,Obese,174,162,69,1.88,1675.0,10.7,3.5,5,Strength,3,1792.5,3405.8,Weight Loss,Fit,High Protein Non-Veg Diet,Compound Strength Training
42,Male,73.5,1.63,163.0,27.66,Overweight,188,136,68,0.52,350.0,26.1,3.2,3,Strength,1,1548.8,2400.6,Weight Loss,Needs Improvement,High Protein Non-Veg Diet,Beginner Fitness Routine
19,Male,127.9,1.93,193.0,34.34,Obese,185,168,70,1.27,1173.0,21.8,3.0,4,Strength,2,2395.2,4131.7,Weight Loss,Moderately Fit,High Protein Non-Veg Diet,Progressive Strength Training
27,Male,88.5,1.98,198.0,22.57,Normal,161,153,53,1.8,1515.0,11.1,3.5,4,Cardio,3,1992.5,3437.1,Improve Stamina,Fit,High Carb Performance Diet,Cardio Endurance Training
47,Female,43.4,1.62,162.0,16.54,Underweight,179,132,64,0.51,303.0,25.3,2.3,3,Cardio,1,1050.5,1628.3,Weight Gain,Moderately Fit,High Carb Performance Diet,Beginner Cardio + Walking
22,Female,42.8,1.56,156.0,17.59,Underweight,174,133,66,1.47,978.0,32.2,2.6,3,Strength,2,1132.0,1754.6,Weight Gain,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
50,Male,64.5,1.79,179.0,20.13,Normal,163,130,61,1.17,753.0,28.1,2.4,4,Yoga,2,1518.8,2619.9,Maintain Fitness,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
